"avg_rating","creator","downloads","identifier","publisher","subject","title","year"
"","ಎಮ್ ಕೆ ಬೇಲಕರ","17","chandi2720000mkbe","ಒಂದಾಣೆ ಮಾಲೆ, ಮಂಗಳೂರು","ಒಂದಾಣೆ ಮಾಲೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಚಂಡಿ ೨೭೨","1960"
"","","2","chandrasekhara","","ଜୀବନୀ,Biography,Odia Bibhaba","ଚନ୍ଦ୍ରଶେଖର",""
"","କୀର୍ତ୍ତନ ବିହାରୀ ଆଚାର୍ଯ୍ୟ,Kirtana Bihari Acharya,Kīrtana Bihārī Ācārẏa","3","chandrabhaga-swayambara-kabya-o-konarka-mahima-1965","","କାବ୍ୟ,poetry,Odia Bibhaba","ଚନ୍ଦ୍ରଭାଗା ସ୍ୱୟମ୍ବର କାବ୍ୟ ଓ କୋଣାର୍କ ମହିମା","1965"
"","ପଦ୍ମଲୋଚନ ମିଶ୍ର,Padmalochana Misra,Padmalocana Miśra","1","chandransu-muktamala-1970","","Odia Bibhaba","ଚନ୍ଦ୍ରାଂଶୁ ମୁକ୍ତମାଳା","1970"
"","र.वि.पंडित","10","chandraval0000rvpa","Konkani Bhasha Mandal","","चंद्रावळ","1963"
"","Raghunath V.Pandit","12","chemmeen0000ragh","Sahitya Academy","","Chemmeen","1996"
"","କଲ୍ୟାଣ ଚନ୍ଦ୍ର,Kalyana Chandra,Kalẏāṇa Candra","2","ketoti-adhunika-khyudra-galpa-1967","","ଗଳ୍ପ,Story,Odia Bibhaba","କେତୋଟି ଆଧୁନିକ କ୍ଷୁଦ୍ର ଗଳ୍ପ","1967"
"","Vincent Brian Wigglesworth","97","unset0000unse_a2r4","London : Methuen & Co.Ltd. New York : John Wiley & Sons,Inc.","insect physiology,CFTRI","Insect Physiology","1934"
"","","64","unset0000unse_a2g5","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಮೇ 1983","1983"
"","ಗಮಕಿ ಆರ್. ಶಂಕರ ನಾರಾಯಣ","91","unset0000unse_a5t6","ಸತ್ಯಶ್ರೀ ಪ್ರಕಾಶನ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಗಮಕ ಸಾಹಿತ್ಯ","ಶ್ರೀ ಅನಂತಪದ್ಮನಾಭಕಥಾಮೃತ","1978"
"","","131","unset0000unse_a9d9","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಜನವರಿ 1976","1976"
"","ಬಿ. ರಂಗನಾಥರಾವ್","40","unset0000unse_b4w7","ಸುಭೋಧ ಪ್ರಕಟಣಾಲಯ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಾರಪತ್ರಿಕೆ,ನಗುವ-ನಂದ ಸಂಚಯ,Naguva-Nanda","ನಗುವ-ನಂದ ಫೆಬ್ರವರಿ 1953","1953"
"","","89","unset0000unse_b5c8","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಫೆಬ್ರವರಿ 1964","1964"
"","","108","unset0000unse_b4o6","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ನವೆಂಬರ್ 1957","1957"
"","","15","unset0000unse_b1j9","","CFTRI","Yeasts In Feeding","1948"
"","ಬಿ. ಆರ್. ವೆಂಕಟರಮಣ ಐತಾಳ್","17","unset0000unse_c2t9","ನೀನಾಸಂ ಹೆಗ್ಗೋಡು (ಸಾಗರ)","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ನೀನಾಸಂ ಮಾತುಕತೆ,Ninasam Mathukathe,ಸಂಪರ್ಕ ಪತ್ರ,ರಂಗಭೂಮಿ","ನೀನಾಸಂ ಮಾತುಕತೆ 80","2006"
"","ಗಮಕಿ ಆರ್. ಶಂಕರ ನಾರಾಯಣ","75","unset0000unse_b5t1","ಸತ್ಯಶ್ರೀ ಪ್ರಕಾಶನ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಗಮಕ ಸಾಹಿತ್ಯ","ಪಾವನೋಪನಯನ","2004"
"","","65","unset0000unse_d7d3","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಜೂನ್ 1972","1972"
"","ಕೆ. ಎಲ್. ಗೋಪಾಲಕೃಷ್ಣರಾವ್","63","unset0000unse_e0z1","ಪ್ರಗತಿ ಪ್ರಕಾಶನ","ಕನ್ನಡ ಸಾಹಿತ್ಯ","ರಾಜಕೀಯ ಅರ್ಥಶಾಸ್ತ್ರದ ತಾರುಣ್ಯ","1975"
"","","157","unset0000unse_d8z4","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಜನವರಿ 1960","1960"
"","","72","unset0000unse_e1n7","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಜುಲೈ 1966","1966"
"","ಡಿ. ವಿ. ಪ್ರಹ್ಲಾದ್","30","unset0000unse_e1p3","ಡಿ. ವಿ. ಪ್ರಹ್ಲಾದ್","ದ್ವಿಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಂಚಯ ಪತ್ರಿಕೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಂಚಯ 88 - 89","2010"
"","Haridasa Sheni Gopalakrishna Bhat.","60","unset0000unse_e9f4","ಗುರುಕುಲ ಮುದ್ರಣಾಲಯ, ಪೆರ್ಲ","Yakshagana,Yakshagana Prasanga,ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಪ್ರಸಂಗ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಶ್ರೀಮತಿ ಪರಿಣಯ ಮತ್ತು ಮಧ್ಯಮವ್ಯಾಯೋಗ","1980"
"","‌ಗೋಪಾಲಕೃಷ್ಣ ಅಡಿಗ","84","unset0000unse_f1r4","ಸಾಕ್ಷಿ ಪ್ರಕಾಶನ","ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಸಾಕ್ಷಿ ಸಂಚಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಸಾಕ್ಷಿ ಸಂಚಿಕೆ 41","1981"
"","Felix M. Exner","91","unset0000unse_f5t8","Verlag Und Druck Von B.G. Teubner (Leipzig and Berlin)","","Dynamische Meteorologie","1917"
"","ಯು. ಆರ್. ಅನಂತಮೂರ್ತಿ","220","unset0000unse_f7t7","ರುಜುವಾತು ಟ್ರಸ್ಟ್","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ತ್ರೈಮಾಸಿಕ ಪತ್ರಿಕೆ,ಯು.‌ಆರ್.‌ಎ ಸಂಚಯ,ರುಜುವಾತು","ರುಜುವಾತು ಸಂಚಿಕೆ 1","1981"
"","The Medical Mycology Committee Of The Medical Research Council","18","unset0000unse_f7d8","London Her Majesty's Stationery Office","CFTRI","Nomenclature Of Fungi Pathogenic To Man And Animals","1949"
"","","57","unset0000unse_f6w2","ಪಾವಂಜೆ ಗುರುರಾವ್","Yakshagana,Yakshagana Prasanga,ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಪ್ರಸಂಗ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಅನಂತನವ್ರತ ಮಹಾತ್ಮೆ","1930"
"","Bhadekila Veenkataramana Bhat","44","unset0000unse_m8k1","ವಾಣಿ ಪ್ರಿಂಟರ್, ಪುತ್ತೂರು","Yakshagana,Yakshagana Prasanga,ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಪ್ರಸಂಗ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಭೀಮ ವಿಜಯ","1969"
"","ನಿರಂಜನ","128","unset0000unse_n1c0","ಐಬಿಎಚ್ ಪ್ರಕಾಶನ","ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಮಿಂಚು","1987"
"","","66","unset0000unse_y7a8","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ನವೆಂಬರ್ 1992","1992"
"","ಪಾ. ವೆಂ. ಆಚಾರ್ಯ","104","unset0000unse_y0y6","ಪ್ರಸಾದನ ಪ್ರಕಾಶನ","‍ಕನ್ನಡ ಸಾಹಿತ್ಯ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಪಾ. ವೆಂ. ಸಾಹಿತ್ಯ ಸಂಚಯ","ಉಡುಪಿಯ ಪರಿಸರದಲ್ಲಿ ಪಾ. ವೆಂ. ಆಚಾರ್ಯರು","2001"
"","","47","unset0000unse_y8n2","ಪಾವಂಜೆ ಗುರುರಾವ್","Yakshagana,Yakshagana Prasanga,ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಪ್ರಸಂಗ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಬಾಣಾಸುರನ ಕಾಳಗ","1953"
"","","53","unset0000unse_y9t4","ಲೋಕ ಶಿಕ್ಷಣ ಟ್ರಸ್ಟ್ - ಹುಬ್ಬಳ್ಳಿ","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ಮಾಸಿಕ ಪತ್ರಿಕೆ,ಕಸ್ತೂರಿ ಸಂಚಯ,Kasturi Magazine","ಕಸ್ತೂರಿ ಅಕ್ಟೋಬರ್ 1980","1980"
"","ಮುದ್ರಾಡಿ ವೆಂಕಪ್ಪಯ್ಯ","45","unset0000unse_z3u2","ಆರ್. ವೆಂಕಟಪ್ಪ ಶಣೈ & ಸನ್ಸ್","Yakshagana,Yakshagana Prasanga,ಯಕ್ಷಗಾನ,ಯಕ್ಷಗಾನ ಪ್ರಸಂಗ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಭೂ-ಕೈಲಾಸ ಅಥವಾ ಮಂಡೋದರಿ ಪರಿಣಯ",""
"","Edgar S. Gordon","17","unset0000unse_z7y0","The Year Book Publishers","CFTRI","Nutritional And Vitamin Therapy In General Practice","1940"
"","ಕೆ.ಜನಾರ್ಧನ ಭಟ್, ಮೈಸೂರು","35","upanishathprabha0000kjan","Saraswati Prabha","","ಉಪನಿಷತ್ ಪ್ರಭಾ","2013"
"","WALTER LASRADO","3","chalchemode0000walt","SALLAK PRAKASHAN","","CHALCHE MODE","1973"
"","ಮ್ಯಾಕ್ಸಿಮ್ ಲೋಬೊ","16","kavitvacemnandan0000mxim","Kavita Publications","","ಕವಿತ್ವಾಚೆಂ ನಂದನಾವನ್","2004"
"","ಪಂಡಿತ್ ತಿರು ಶ್ರೀನಿವಾಸಾಚಾರ್ಯ","283","vyakaranamathupr0000pand","","ಕನ್ನಡ ಸಾಹಿತ್ಯ,ನಿಘಂಟುಗಳು","ವ್ಯಾಕರಣ ಮತ್ತು ಪ್ರಬಂಧಸಾರ","1948"
"","ಕೆ. ರಂಗಾಚಾರ್ಯರ್, ಅನುವಾದ: ಎಮ್. ಡಿ. ಅಳಸಿಂಗಾಚಾರ್ಯ","184","elementarybotany0000kran","ಪಿ. ಆರ್. ರಾಮಯ್ಯರ್","Botany,ಸಸ್ಯಶಾಸ್ತ್ರ,ವಿಜ್ಞಾನ ಸಾಹಿತ್ಯ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಓಷದಿ ಶಾಸ್ತ್ರ","1909"
"","ಕುಡ್ಪಿ ವಾಸುದೇವ ಶೆಣೈ","22","narishvararuekan0000kudp","ಒಂದಾಣೆ ಮಾಲೆ, ಮಂಗಳೂರು","ಒಂದಾಣೆ ಮಾಲೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ನಾರೀಶ್ವರರು ೨","1954"
"","S. N. Dasgupta","16","fundamentalsofin0000snda","Bharatiya Vidya Bhavan","","Fundamentals Of Indian Art","1969"
"","Niranjana","9","ekaangini0000nira","IBH Prakashana","","Ekaangini","1955"
"","Courtney, W. (William),Major J. W. Auld,Mr. H. L. Anderson,Captain Gideon Hutchinson,Major G. LeGrand Jacob,Captain Kol","114","memoironsawuntwa0000cour","Bombay Education Society's Pres (Bombay)","Portuguese -- India -- History -- Sources,International relations,Portuguese,Diplomatic relations,Travel,Savantvadi (Princely State) -- History -- Sources,Savantvadi (Princely State) -- History -- Description and travel,Goa,Daman and Diu (India) -- History -- Sources,Goa,Daman and Diu (India) -- History -- Description and travel,Great Britain -- Relations -- Portugal,Portugal -- Relations -- Great Britain,Great Britain -- Foreign relations -- Treaties,Portugal -- Foreign relations -- Treaties,Great Britain,India,India -- Goa,Daman and Diu,India -- Savantvadi (Princely State),Portugal","Memoir on the Sawunt Waree State, To Which Are Appended A Census of the Swaunt waree Districts; A Papercontaining Information Relative to the Swaunt Waree State; Copies of Treaties, Agreements etc.","1855"
"","ବଳରାମ ଦାସ; ଆର୍ତ୍ତ ବଲ୍ଲଭ ମହାନ୍ତି,Balarama Das,Artaballabha Mohanty","2","bata-abakasa","","କବିତା,poetry","ବଟ ଅବକାଶ",""
"","ଏସ ପି ରାୟଚୌଧୁରୀ,ନାରାୟଣ ପଟ୍ଟନାୟକ,SP Roychoudhury,Narayana Patnaik Tr.,SP Roẏcoudhurẏ, Nārāẏaṇa Patnāik","2","desa-o-mati-1969","","ପ୍ରବନ୍ଧ,Essay,Odia Bibhaba","ଦେଶ ଓ ମାଟି","1969"
"","RAJAY RAMESH PAWAR","13","pavasfullam0000raja","JAITH PRAKASHAN","","PAVASFULLAM","1995"
"","ରାଧାଚରଣ ପଣ୍ଡା,Radhacharana Panda,Rādhācaraṇa Paṇḍā","2","dhuanpatra","","ପ୍ରବନ୍ଧ,Essay,Odia Bibhaba","ଧୂଆଁପତ୍ର",""
"","A.Berriedale Keith","40","speechesdocument0000aber","Oxford University Press","","Speeches & Documents Of Indian Policy","1921"
"","V.J.MENEZES","3","noella0000vjme","SEVAK PRAKASHAN","","NOELLA","1977"
"","ଯୋଗୀନ୍ଦ୍ର କୁମାର ମହାନ୍ତି,Yogindra Kumara Mohanty,Yogendra Kumar Mohanty","3","baigyanika-newton-1984","","ଜୀବନୀ,biography","ବୈଜ୍ଞାନିକ ନିଉଟନ","1984"
"","RAMESH BHAGAVANTH VELUSKAR","89","dli.HIRANYAGARBHA","RAJHAUNS VITARAN","World Konkani Centre","HIRANYAGARBHA","1993"
"","Damodar Bhavjo","18","gayann0000damo","Jaag Prakashan","","Gayann",""
"","ଯୋଗୀନ୍ଦ୍ର କୁମାର ମହାନ୍ତି,Yogindra Kumara Mohanty,Yogendra Kumar Mohanty","4","baigyanika-james-watt-1983","","ଜୀବନୀ,biography","ବୈଜ୍ଞାନିକ ଜେମ୍‌ସ୍ ୱାଟ୍","1983"
"","କିଶୋର ଚନ୍ଦ୍ର ଦେବ,Kisora Chandra Deba,Kishore Chandra Deo","1","basanta-rahasa-1958","","କବିତା,poetry","ବସନ୍ତ ରାହାସ","1958"
"","ଏସ୍ ନାୟକ,S Naik","2","basantaroga-pratikara-1927","","ସ୍ୱାସ୍ଥ୍ୟ,science (health)","ବସନ୍ତରୋଗ ପ୍ରତିକାର","1927"
"","अ: एम. माधव पै","19","basaveswaravacha0000mmad","Kerala Konkani Academy","","बसवेश्वर वचनामृत","1991"
"","RONALD PEREIRA","8","ashirvad0000rona","JEROSA COMPANY","","ASHIRVAD","1973"
"","JAYANTI NAIK","10","athang0000jaya","RAJAEE PRAKASHAN","","ATHANG","2002"
"","SHARATH","3","ashaaninirasha0000shar","SALLAK PRAKASHAN","","ASHA ANI NIRASHA",""
"","ଶ୍ରୀନିବାସ ସିଂହ,Srinibasa Singha,Srinibasa Simha","2","sisu-khela-gita-1914","","ପାଠ୍ୟପୁସ୍ତକ,poetry","ଶିଶୁ ଖେଳ ଗୀତ","1914"
"","DR.JAYANTI NAYAK","7","ananya40000drja","GOA KONKANI ACADEMY","","ANANYA-4",""
"","DR.JAYANTI NAYAK","16","ananya0000drja_l2z5","GOA KONKANI ACADEMY","","ANANYA","2015"
"","Teyvanāyakam, Mu,","97","dli.rmrl.000358","Meypporuḷ Patippakam","","Tiruvaḷḷuvar Kir̲ittavarā?","1969"
"","","21","dli.rmrl.001088","Pūmakaḷvilācaaccukkūṭam","","Mūvar aruḷicceyta Tēvārappatikaṅkaḷuḷ patin̲aintupatikaṅkaḷ","1903"
"","","28","dli.rmrl.001089","Parappirammamuttirākṣaracālai","","Tamil̲vētamākiya Tēvārap patikaṅkaḷuḷ patin̲aintu patikam","1897"
"","Teyvanāyakam, Mu,","35","dli.rmrl.000957","","","Vaḷḷuvar cir̲appikkum vān̲ etu?","1971"
"","Kurupātatācar, active 18th century","18","dli.rmrl.001805","Parappiramamuttirākṣaracālai","","Tiruppulvayal Kumarēcarcatakam","1876"
"","","29","dli.rmrl.001107","sri padmavathi press","","thanipadartrittaau","1913"
"","kalidai kurichi kasi viswanatha satry","113","dli.rmrl.001123","","","navagraha sosthiram","1951"
"","Mathew","36","dli.rmrl.001380","A.MATHIVE","","Practical rejuventation & birth control","1946"
"","Teyvaccilaiyā Piḷḷai, Ār̲aimānakar","27","dli.rmrl.002561","Vittiyāratnākara Accukkūṭam,","","Ār̲aimānakar Cāminātappiḷḷaiyen̲n̲um Teyvaccilaiyā Piḷḷaiyavarkaḷ tiruvāymalarntaruḷiya Manunītikātal","1909"
"","Śrīkūranārāyaṇa Jīyar, Svāmi","43","dli.rmrl.002726","","","Śrīmatparamahamsa parivrājakācāryarān̲a Śrīkūranārāyaṇa Jīyar Svāmi tiruvāy malarntaruḷiya Sutarcanacatakam",""
"","Irākavaiyaṅkār, Mu","33","dli.rmrl.003881","","","Cēran̲ Ceṅkuṭṭuvan̲","1933"
"","Cukkirar","54","dli.rmrl.003843","","","Cukkiranīti","1926"
"","Kantaiyā Piḷḷai, Na. Ci","33","dli.rmrl.003800","","","Tamil̲ar carittiram","1939"
"","","17","dli.rmrl.004021","","","Vitvacirōn̲maṇiyākiya Pukal̲ēntippulavar tiruvāymalarntaruḷiya Pulantiran̲ kaḷavumālai","1924"
"","Vēṅkaṭāccāriyār, Em. Es","57","dli.rmrl.004256","","","Kāviri","1952"
"","Ayyāmuttu, Kōvai A,","13","dli.rmrl.004073","Uṇmai Viḷakkam Piras","","Mēyō kūr̲r̲u meyyā poyyā?","1935"
"","Nākarājan̲, K. S","41","dli.rmrl.004212","","","Kiruṣṇatēvarāyar","1952"
"","Kuppucāmi, W. V","34","dli.rmrl.004217","Vēṅkaṭarāmā aṇṭ Kampen̲i,","","Ten̲n̲āṭṭu pēraracar","1947"
"","","67","dli.rmrl.004686","","","Periyār Irāmacāmi","1949"
"","Cupramaṇiyan̲","62","dli.rmrl.004524","","","Kaṅkaikoṇṭacōl̲an̲","1937"
"","Cuppiramaṇiya Carmā","17","dli.rmrl.004507","","","Civāji vijayam","1932"
"","Desai, Mahadev H","12","dli.rmrl.004491","","","Parṭōlik katai","1935"
"","Mar̲aimalaiyaṭikaḷ","39","dli.rmrl.004726","","","Yōkanittirai, allatu, Ar̲ituyil","1922"
"","Cuppiramaṇiya Ayyar,","17","dli.rmrl.005225","","","Turaittan̲aviḷakkam","1909"
"","Māṇikkavācakam, Karumuttu","10","dli.rmrl.006603","Pāri Nilaiyam,","","Nāraṇan̲ viḷaiyāṭṭu","1955"
"","Kumāracuvāmi, Ku","20","dli.rmrl.006567","Tirumakaḷvilācam Piras,","","Paramārtta tarican̲am, en̲n̲um, Śrīpakavat kītai","1925"
"","Cuppu, Kottamaṅkalam","13","dli.rmrl.006726","Pavān̲i Piracuram","","Mañci viraṭṭu","1946"
"","Cantān̲am, Ka","14","dli.rmrl.006796","Cakti Kāriyālayam","","Celvam","1942"
"","Kumāracuvāmi, Ku","14","dli.rmrl.006537","Tirumakaḷvilāca Acciyantiracālai,","","Paramārtta tarican̲am, en̲n̲um, Śrīpakavatkītai","1932"
"","Roy, Duvijenthralal Babu","25","dli.rmrl.006553","Cutēca Paripālan̲i Piras,","","Mīvāra vīl̲cci","1934"
"","Kantacāmip Piḷḷai, A","28","dli.rmrl.007577","V. S. Veṅkaṭarāman̲ Kampen̲i","","Irājā Tōṭarmāl","1950"
"","","22","dli.rmrl.007237","Potu viṣaya viḷakkam","","Potu viṣaya viḷakkam","1916"
"","| Appātturai, Kā,","30","dli.rmrl.007768","Tamil India Publications,","","India's language problem","1940"
"","","20","dli.rmrl.010695","Kamarṣiyal Accukkūṭam","","Pattuppāṭṭu mūlamum","1918"
"","SHEELA NAYAK","42","dli.viswakonkani.1175","JAGA","Konkani World Centre","OLI SANJ","1973"
"","DR VARSHA KAMATH","237","dli.viswakonkani.4872","APURBAI PRAKASHANA","Konkani World Centre","CHHATRAPATI SHIVAJI","2004"
"","SUSEELA TRIVIKRAMA BHAT","49","dli.viswakonkani.5650","P.G. KAMATH FOUNDATION","Konkani World Centre","SAALAGRAAM","2014"
"","ಕೆ. ಕೆ. ಶೆಟ್ಟಿ,ಕೆ. ಎಚ್. ಶೆಟ್ಟಿ","7","antaranga040o","","ಅಂತರಂಗ ಸಂಚಯ,ಸಾಪ್ತಾಹಿಕ ಪತ್ರಿಕೆ,ಪತ್ರಿಕೆ,Magazine,Weekly,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಅಂತರಂಗ - ಸಂಪುಟ ೧, ಸಂಚಿಕೆ ೧೫",""
"","Subhuti, Waskaduwe","87","namamalaorworkon0000subh","Government Printing Office (Colombo)","Pali language -- Grammar","Námamálá, or, A Work on Páli Grammar, Prepared at the Suggestion of Professor R. C. Childers","1876"
"","Pundalik Naik","16","mukthtath0000pund","Apurbhai Prakshan","","Mukthtath","1986"
"","DR.UDAY GAONKAR","11","daryare0000drud","","","DARYA..RE",""
"","ଲକ୍ଷ୍ମୀନାରାୟଣ ସାହୁ,Laxminarayana Sahu,Lakṣmīnārāẏaṇa Sāhu","2","dasakatha-1952","","କବିତା,Poetry,Odia Bibhaba","ଦଶକଥା","1952"
"","ଗୋପବନ୍ଧୁ ଦାସ,Gopabandhu Das","2","dase-apanenka-chithipatra-2014","","ପ୍ରବନ୍ଧ,Essay,Odia Bibhaba","ଦାସେ ଆପଣେଙ୍କ ଚିଠିପତ୍ର","2014"
"","ಕುಡ್ಪಿ ವಾಸುದೇವ ಶೆಣೈ","19","chunavanearthath0000kudp","ಒಂದಾಣೆ ಮಾಲೆ, ಮಂಗಳೂರು","ಒಂದಾಣೆ ಮಾಲೆ,ಕನ್ನಡ ಸಾಹಿತ್ಯ","ಚುನಾವಣೆ ಅರ್ಥಾತ್ ಬನಾವಣೆ ೬","1954"
"","A.ST.J.MACDONALD","48","circumventing_the_mahseer_and_other_sporting_fish_in_india_and_burma001","Natraj Publishers","","Circumventing The Mahseer And Other Sporting Fish In India And Burma","1948"
"","Dowson, John, 1820-1881","1482","classicaldiction0000dows","Trübner & Co. (London)","Hindu mythology -- Dictionaries,Sanskrit literature -- Dictionaries,Hindu mythology,Sanskrit literature","A Classical Dictionary of Hindu Mythology and Religion, Geography, History, and Literature","1879"
"","James Emerson Tennent","54","ceylon_volume2","Longman, Brown, Green, Longman, and Roberts (London)","","Ceylon: An Account of the Island Physical Historical and Topographical, Vol. 2","1859"
"","","2","charanakabi-bhikaricharana","","ପ୍ରବନ୍ଧ,Essay,Odia Bibhaba","ଚାରଣକବି ଭିକାରୀଚରଣ",""
"","ଖଗେଶ୍ୱର ମହାପାତ୍ର,Khageswar Mahapatra,Khageśwar Mahāpātra","3","charja-gitika-1965-1976","","ଆଦିଗ୍ରନ୍ଥ,Classics,Odia Bibhaba","ଚର୍ଯା ଗୀତିକା","1976,1965"
"","ଦୀନ କୃଷ୍ଣ ଦାସ,ବିଚ୍ଛନ୍ଦ ଚରଣ ପଟ୍ଟନାୟକ,Dina Krushna Das,Bichhanda Charana Patnaik","5","chautisa-madhuchakra-volume-3-1931","","ଗୀତିକାବ୍ୟ,lyrical text","ଚଉତିଶା ମଧୁଚକ୍ର ୩ୟ ଭାଗ","1931"
